Date,Open,High,Low,Close,Adj Close,Volume,P/N,Daily_Change,Daily_%_Change,Future_Change
10/15/2018,2763.830078,2775.98999,2749.030029,2750.790039,2750.790039,3300140000,Negative ,-16.339844,-0.590497905,59.129883
10/16/2018,2767.050049,2813.459961,2766.909912,2809.919922,2809.919922,3428340000,Positive,59.129883,2.149560023,-0.709961
10/17/2018,2811.669922,2816.939941,2781.810059,2809.209961,2809.209961,3321710000,Negative ,-0.709961,-0.025266236,-40.429932
10/18/2018,2802,2806.040039,2755.179932,2768.780029,2768.780029,3616440000,Negative ,-40.429932,-1.439192248,-1
10/19/2018,2775.659912,2797.77002,2760.27002,2767.780029,2767.780029,3566490000,Negative ,-1,-0.03611699,-11.900146
10/22/2018,2773.939941,2778.939941,2749.219971,2755.879883,2755.879883,3307140000,Negative ,-11.900146,-0.429952737,-15.189942
10/23/2018,2721.030029,2753.590088,2691.429932,2740.689941,2740.689941,4348580000,Positive,-15.189942,-0.551183021,-84.589843
10/24/2018,2737.870117,2742.590088,2651.889893,2656.100098,2656.100098,4709310000,Negative ,-84.589843,-3.086443371,49.46997
10/25/2018,2674.879883,2722.699951,2667.840088,2705.570068,2705.570068,4634770000,Positive,49.46997,1.862503979,-46.880127
10/26/2018,2667.860107,2692.379883,2628.159912,2658.689941,2658.689941,4803150000,Negative ,-46.880127,-1.732726406,-17.439941
10/29/2018,2682.649902,2706.850098,2603.540039,2641.25,2641.25,4673700000,Negative ,-17.439941,-0.655959942,41.379883
10/30/2018,2640.679932,2685.429932,2635.340088,2682.629883,2682.629883,5106380000,Positive,41.379883,1.566678012,29.110107
10/31/2018,2705.600098,2736.689941,2705.600098,2711.73999,2711.73999,5112420000,Positive,29.110107,1.085133182,28.630127
11/1/2018,2717.580078,2741.669922,2708.850098,2740.370117,2740.370117,4708420000,Positive,28.630127,1.055784371,-17.310058
11/2/2018,2745.449951,2756.550049,2700.439941,2723.060059,2723.060059,4237930000,Negative ,-17.310058,-0.631668616,15.25
11/5/2018,2726.370117,2744.27002,2717.939941,2738.310059,2738.310059,3623320000,Positive,15.25,0.560031717,17.139892
11/6/2018,2738.399902,2756.820068,2737.080078,2755.449951,2755.449951,3510860000,Positive,17.139892,0.625929556,58.439942
11/7/2018,2774.129883,2815.149902,2774.129883,2813.889893,2813.889893,3914750000,Positive,58.439942,2.120885628,-7.059815
11/8/2018,2806.379883,2814.75,2794.98999,2806.830078,2806.830078,3630490000,Positive,-7.059815,-0.250891658,-25.820068
